"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Bay County, MI"	"26017"	"2011"	"2011"	107	107110	99.9	81.0	118.8	89.0	71.4	106.6
	"Bay County, MI"	"26017"	"2012"	"2012"	96	106935	89.8	72.7	109.6	76.4	61.2	94.2
	"Bay County, MI"	"26017"	"2013"	"2013"	110	106832	103.0	83.7	122.2	81.6	65.7	97.5
	"Benzie County, MI"	"26019"	"2009"	"2009"	26	17564	148.0	96.7	216.9	98.6	64.4	144.4
	"Benzie County, MI"	"26019"	"2010"	"2010"	18	17525	Unreliable	60.9	162.3	Unreliable	45.2	128.4
	"Benzie County, MI"	"26019"	"2011"	"2011"	15	17443	Unreliable	48.1	141.8	Unreliable	35.2	113.0
	"Benzie County, MI"	"26019"	"2012"	"2012"	32	17465	183.2	125.3	258.7	127.7	84.2	185.8
	"Benzie County, MI"	"26019"	"2013"	"2013"	36	17428	206.6	144.7	286.0	153.5	102.8	220.5
	"Berrien County, MI"	"26021"	"2009"	"2009"	148	157059	94.2	79.1	109.4	79.4	66.2	92.6
	"Berrien County, MI"	"26021"	"2010"	"2010"	162	156813	103.3	87.4	119.2	88.9	74.7	103.0
	"Berrien County, MI"	"26021"	"2011"	"2011"	175	156941	111.5	95.0	128.0	93.5	79.1	107.9
	"Berrien County, MI"	"26021"	"2012"	"2012"	153	156067	98.0	82.5	113.6	83.2	69.5	96.9
	"Berrien County, MI"	"26021"	"2013"	"2013"	189	155252	121.7	104.4	139.1	99.6	84.7	114.5
	"Branch County, MI"	"26023"	"2009"	"2009"	56	45378	123.4	93.2	160.3	112.2	84.5	146.1
	"Branch County, MI"	"26023"	"2010"	"2010"	44	45248	97.2	70.7	130.5	93.2	67.5	125.6
	"Branch County, MI"	"26023"	"2011"	"2011"	45	45197	99.6	72.6	133.2	92.2	67.0	123.8
	"Branch County, MI"	"26023"	"2012"	"2012"	49	43868	111.7	82.6	147.7	102.9	75.6	136.9
	"Branch County, MI"	"26023"	"2013"	"2013"	45	43649	103.1	75.2	137.9	95.5	69.1	128.6
	"Calhoun County, MI"	"26025"	"2009"	"2009"	161	136301	118.1	99.9	136.4	109.9	92.6	127.2
	"Calhoun County, MI"	"26025"	"2010"	"2010"	203	136146	149.1	128.6	169.6	130.5	112.2	148.9
	"Calhoun County, MI"	"26025"	"2011"	"2011"	160	135490	118.1	99.8	136.4	104.7	88.0	121.4
	"Calhoun County, MI"	"26025"	"2012"	"2012"	192	135099	142.1	122.0	162.2	124.4	106.2	142.6
	"Calhoun County, MI"	"26025"	"2013"	"2013"	170	135012	125.9	107.0	144.8	107.6	90.9	124.3
	"Cass County, MI"	"26027"	"2009"	"2009"	47	52362	89.8	66.0	119.4	82.1	59.7	110.2
	"Cass County, MI"	"26027"	"2010"	"2010"	37	52293	70.8	49.8	97.5	70.4	49.0	97.9
	"Cass County, MI"	"26027"	"2011"	"2011"	65	51988	125.0	96.5	159.4	120.5	92.2	154.8
	"Cass County, MI"	"26027"	"2012"	"2012"	56	52242	107.2	81.0	139.2	96.0	71.7	125.8
	"Cass County, MI"	"26027"	"2013"	"2013"	57	51910	109.8	83.2	142.3	97.1	72.7	127.0
	"Charlevoix County, MI"	"26029"	"2009"	"2009"	20	26068	76.7	46.9	118.5	59.9	36.0	93.5
	"Charlevoix County, MI"	"26029"	"2010"	"2010"	25	25949	96.3	62.3	142.2	73.5	46.1	111.3
	"Charlevoix County, MI"	"26029"	"2011"	"2011"	20	25998	76.9	47.0	118.8	68.2	39.7	109.2
	"Charlevoix County, MI"	"26029"	"2012"	"2012"	23	26023	88.4	56.0	132.6	78.7	48.1	121.5
	"Charlevoix County, MI"	"26029"	"2013"	"2013"	39	26129	149.3	106.1	204.0	111.6	77.3	156.0
	"Cheboygan County, MI"	"26031"	"2009"	"2009"	23	26330	87.4	55.4	131.1	77.0	47.0	118.9
	"Cheboygan County, MI"	"26031"	"2010"	"2010"	28	26152	107.1	71.1	154.7	84.7	54.2	126.0
	"Cheboygan County, MI"	"26031"	"2011"	"2011"	27	25918	104.2	68.7	151.6	82.1	52.0	123.1
	"Cheboygan County, MI"	"26031"	"2012"	"2012"	30	25835	116.1	78.3	165.8	105.7	68.4	156.1
	"Cheboygan County, MI"	"26031"	"2013"	"2013"	22	25726	85.5	53.6	129.5	64.8	39.0	101.2
	"Chippewa County, MI"	"26033"	"2009"	"2009"	35	39174	89.3	62.2	124.3	83.7	58.0	117.0
	"Chippewa County, MI"	"26033"	"2010"	"2010"	45	38520	116.8	85.2	156.3	111.5	80.7	150.1
	"Chippewa County, MI"	"26033"	"2011"	"2011"	38	38797	97.9	69.3	134.4	86.7	61.1	119.5
	"Chippewa County, MI"	"26033"	"2012"	"2012"	37	38917	95.1	66.9	131.0	86.3	60.4	119.4
	"Chippewa County, MI"	"26033"	"2013"	"2013"	34	38696	87.9	60.8	122.8	82.0	56.5	115.2
	"Clare County, MI"	"26035"	"2009"	"2009"	30	30856	97.2	65.6	138.8	82.8	55.0	119.7
	"Clare County, MI"	"26035"	"2010"	"2010"	27	30926	87.3	57.5	127.0	67.6	44.1	99.0
	"Clare County, MI"	"26035"	"2011"	"2011"	33	31033	106.3	73.2	149.3	103.6	69.9	148.0
	"Clare County, MI"	"26035"	"2012"	"2012"	29	30753	94.3	63.2	135.4	83.7	54.7	122.7
	"Clare County, MI"	"26035"	"2013"	"2013"	36	30569	117.8	82.5	163.0	100.5	68.3	142.7
	"Clinton County, MI"	"26037"	"2009"	"2009"	40	74828	53.5	38.2	72.8	56.0	39.8	76.5
	"Clinton County, MI"	"26037"	"2010"	"2010"	62	75382	82.2	63.1	105.4	82.3	63.0	105.7
	"Clinton County, MI"	"26037"	"2011"	"2011"	60	75469	79.5	60.7	102.3	74.8	57.0	96.5
	"Clinton County, MI"	"26037"	"2012"	"2012"	54	76001	71.1	53.4	92.7	64.8	48.4	84.9
	"Clinton County, MI"	"26037"	"2013"	"2013"	79	76739	102.9	81.5	128.3	90.2	71.0	112.9
	"Crawford County, MI"	"26039"	"2009"	"2009"	16	14157	Unreliable	64.6	183.5	Unreliable	47.2	139.0
	"Crawford County, MI"	"26039"	"2010"	"2010"	15	14074	Unreliable	59.7	175.8	Unreliable	55.3	177.5
	"Crawford County, MI"	"26039"	"2011"	"2011"	22	14014	157.0	98.4	237.7	125.5	74.4	198.4
	"Crawford County, MI"	"26039"	"2012"	"2012"	21	14009	149.9	92.8	229.1	162.3	96.2	256.4
	"Crawford County, MI"	"26039"	"2013"	"2013"	19	13904	Unreliable	82.3	213.4	Unreliable	77.4	220.0
	"Delta County, MI"	"26041"	"2009"	"2009"	23	37059	62.1	39.3	93.1	46.8	28.6	72.3
	"Delta County, MI"	"26041"	"2010"	"2010"	34	37069	91.7	63.5	128.2	73.3	49.4	104.6
	"Delta County, MI"	"26041"	"2011"	"2011"	38	37105	102.4	72.5	140.6	77.6	53.4	109.0
	"Delta County, MI"	"26041"	"2012"	"2012"	26	36884	70.5	46.0	103.3	56.2	35.2	85.1
	"Delta County, MI"	"26041"	"2013"	"2013"	37	36905	100.3	70.6	138.2	64.5	44.4	90.6
	"Dickinson County, MI"	"26043"	"2009"	"2009"	35	26357	132.8	92.5	184.7	97.7	65.9	139.4
	"Dickinson County, MI"	"26043"	"2010"	"2010"	29	26168	110.8	74.2	159.2	85.9	54.5	129.0
	"Dickinson County, MI"	"26043"	"2011"	"2011"	46	26185	175.7	128.6	234.3	145.1	102.1	199.9
	"Dickinson County, MI"	"26043"	"2012"	"2012"	36	26220	137.3	96.2	190.1	90.4	61.5	128.4
	"Dickinson County, MI"	"26043"	"2013"	"2013"	39	26098	149.4	106.3	204.3	100.9	69.0	142.4
	"Eaton County, MI"	"26045"	"2009"	"2009"	93	107430	86.6	69.9	106.1	80.6	64.8	99.1
	"Eaton County, MI"	"26045"	"2010"	"2010"	89	107759	82.6	66.3	101.6	74.1	59.3	91.5
	"Eaton County, MI"	"26045"	"2011"	"2011"	114	108056	105.5	86.1	124.9	93.1	75.7	110.5
	"Eaton County, MI"	"26045"	"2012"	"2012"	108	108008	100.0	81.1	118.9	91.0	73.4	108.6
	"Eaton County, MI"	"26045"	"2013"	"2013"	120	108348	110.8	90.9	130.6	99.6	81.2	117.9
	"Emmet County, MI"	"26047"	"2009"	"2009"	24	32765	73.2	46.9	109.0	59.8	37.5	90.5
	"Emmet County, MI"	"26047"	"2010"	"2010"	37	32694	113.2	79.7	156.0	101.6	70.4	142.0
	"Emmet County, MI"	"26047"	"2011"	"2011"	41	32848	124.8	89.6	169.3	101.1	71.2	139.4
	"Emmet County, MI"	"26047"	"2012"	"2012"	24	32915	72.9	46.7	108.5	50.9	31.9	77.1
	"Emmet County, MI"	"26047"	"2013"	"2013"	37	33140	111.6	78.6	153.9	78.6	54.1	110.4
	"Genesee County, MI"	"26049"	"2009"	"2009"	440	427989	102.8	93.2	112.4	100.7	91.2	110.2
	"Genesee County, MI"	"26049"	"2010"	"2010"	509	425790	119.5	109.2	129.9	116.4	106.1	126.6
	"Genesee County, MI"	"26049"	"2011"	"2011"	542	422080	128.4	117.6	139.2	123.8	113.2	134.4
	"Genesee County, MI"	"26049"	"2012"	"2012"	537	418408	128.3	117.5	139.2	121.5	111.0	132.0
	"Genesee County, MI"	"26049"	"2013"	"2013"	515	415376	124.0	113.3	134.7	114.1	104.0	124.2
	"Gladwin County, MI"	"26051"	"2009"	"2009"	45	25738	174.8	127.5	233.9	150.9	107.3	206.3
	"Gladwin County, MI"	"26051"	"2010"	"2010"	47	25692	182.9	134.4	243.3	152.2	108.8	207.3
	"Gladwin County, MI"	"26051"	"2011"	"2011"	32	25851	123.8	84.7	174.7	102.8	67.7	149.5
	"Gladwin County, MI"	"26051"	"2012"	"2012"	20	25484	78.5	47.9	121.2	63.4	36.9	101.5
	"Gladwin County, MI"	"26051"	"2013"	"2013"	30	25493	117.7	79.4	168.0	84.0	54.9	123.1
	"Gogebic County, MI"	"26053"	"2009"	"2009"	36	16390	219.6	153.8	304.1	161.2	107.1	233.0
	"Gogebic County, MI"	"26053"	"2010"	"2010"	27	16427	164.4	108.3	239.1	113.4	71.1	171.7
	"Gogebic County, MI"	"26053"	"2011"	"2011"	25	16281	153.6	99.4	226.7	74.3	47.6	110.5
	"Gogebic County, MI"	"26053"	"2012"	"2012"	36	16084	223.8	156.8	309.9	120.4	81.8	171.0
	"Gogebic County, MI"	"26053"	"2013"	"2013"	20	15916	125.7	76.8	194.1	90.4	51.7	146.8
	"Grand Traverse County, MI"	"26055"	"2009"	"2009"	101	86767	116.4	93.7	139.1	90.5	72.4	108.5
	"Grand Traverse County, MI"	"26055"	"2010"	"2010"	130	86986	149.4	123.8	175.1	116.2	95.7	136.7
	"Grand Traverse County, MI"	"26055"	"2011"	"2011"	132	88349	149.4	123.9	174.9	120.7	99.5	142.0
	"Grand Traverse County, MI"	"26055"	"2012"	"2012"	130	89112	145.9	120.8	171.0	117.5	96.6	138.4
	"Grand Traverse County, MI"	"26055"	"2013"	"2013"	110	89987	122.2	99.4	145.1	95.6	77.3	113.9
	"Gratiot County, MI"	"26057"	"2009"	"2009"	35	42285	82.8	57.7	115.1	72.1	50.0	100.8
	"Gratiot County, MI"	"26057"	"2010"	"2010"	37	42476	87.1	61.3	120.1	74.9	52.2	104.1
	"Gratiot County, MI"	"26057"	"2011"	"2011"	43	42145	102.0	73.8	137.4	81.5	58.5	110.5
	"Gratiot County, MI"	"26057"	"2012"	"2012"	36	42063	85.6	59.9	118.5	62.3	43.1	87.0
	"Gratiot County, MI"	"26057"	"2013"	"2013"	44	41968	104.8	76.2	140.7	89.1	64.0	120.9
	"Hillsdale County, MI"	"26059"	"2009"	"2009"	39	46735	83.4	59.3	114.1	80.1	56.4	110.4
	"Hillsdale County, MI"	"26059"	"2010"	"2010"	59	46688	126.4	96.2	163.0	108.4	82.1	140.4
	"Hillsdale County, MI"	"26059"	"2011"	"2011"	43	46514	92.4	66.9	124.5	85.5	61.1	116.4
	"Hillsdale County, MI"	"26059"	"2012"	"2012"	46	46229	99.5	72.9	132.7	87.9	63.6	118.4
	"Hillsdale County, MI"	"26059"	"2013"	"2013"	37	46101	80.3	56.5	110.6	72.3	50.1	101.0
	"Houghton County, MI"	"26061"	"2009"	"2009"	44	36378	121.0	87.9	162.4	108.8	77.7	148.2
	"Houghton County, MI"	"26061"	"2010"	"2010"	40	36628	109.2	78.0	148.7	89.1	62.4	123.3
	"Houghton County, MI"	"26061"	"2011"	"2011"	37	36638	101.0	71.1	139.2	79.8	54.6	112.6
	"Houghton County, MI"	"26061"	"2012"	"2012"	28	36520	76.7	50.9	110.8	67.2	43.1	100.0
	"Houghton County, MI"	"26061"	"2013"	"2013"	37	36225	102.1	71.9	140.8	95.9	66.0	134.7
	"Huron County, MI"	"26063"	"2009"	"2009"	44	33269	132.3	96.1	177.5	83.6	58.9	115.2
	"Huron County, MI"	"26063"	"2010"	"2010"	27	33118	81.5	53.7	118.6	68.3	42.8	103.4
	"Huron County, MI"	"26063"	"2011"	"2011"	44	32675	134.7	97.8	180.8	94.9	66.1	132.0
	"Huron County, MI"	"26063"	"2012"	"2012"	47	32463	144.8	106.4	192.5	99.1	70.5	135.5
	"Huron County, MI"	"26063"	"2013"	"2013"	44	32224	136.5	99.2	183.3	96.3	67.1	133.9
	"Ingham County, MI"	"26065"	"2009"	"2009"	213	280889	75.8	65.6	86.0	81.8	70.6	93.0
	"Ingham County, MI"	"26065"	"2010"	"2010"	217	280895	77.3	67.0	87.5	79.8	68.9	90.7
	"Ingham County, MI"	"26065"	"2011"	"2011"	285	281613	101.2	89.5	113.0	106.2	93.5	118.8
	"Ingham County, MI"	"26065"	"2012"	"2012"	266	281723	94.4	83.1	105.8	99.9	87.6	112.2
	"Ingham County, MI"	"26065"	"2013"	"2013"	287	282234	101.7	89.9	113.5	104.6	92.1	117.0
	"Ionia County, MI"	"26067"	"2009"	"2009"	59	63858	92.4	70.3	119.2	104.4	79.3	135.0
	"Ionia County, MI"	"26067"	"2010"	"2010"	71	63905	111.1	86.8	140.1	117.1	91.1	148.2
	"Ionia County, MI"	"26067"	"2011"	"2011"	48	63979	75.0	55.3	99.5	81.8	60.1	108.8
	"Ionia County, MI"	"26067"	"2012"	"2012"	61	63941	95.4	73.0	122.5	104.7	79.9	134.8
	"Ionia County, MI"	"26067"	"2013"	"2013"	58	64073	90.5	68.7	117.0	92.5	69.9	120.1
	"Iosco County, MI"	"26069"	"2009"	"2009"	36	26174	137.5	96.3	190.4	104.9	69.7	151.7
	"Iosco County, MI"	"26069"	"2010"	"2010"	28	25887	108.2	71.9	156.3	89.8	55.6	137.2
	"Iosco County, MI"	"26069"	"2011"	"2011"	53	25541	207.5	155.4	271.4	159.0	113.1	217.4
	"Iosco County, MI"	"26069"	"2012"	"2012"	35	25357	138.0	96.1	192.0	100.3	66.1	145.9
	"Iosco County, MI"	"26069"	"2013"	"2013"	54	25429	212.4	159.5	277.1	160.9	115.0	219.1
	"Iron County, MI"	"26071"	"2009"	"2009"	17	11959	Unreliable	82.8	227.6	Unreliable	54.9	185.5
	"Iron County, MI"	"26071"	"2010"	"2010"	28	11817	236.9	157.4	342.5	155.3	94.8	239.8
	"Iron County, MI"	"26071"	"2011"	"2011"	21	11796	178.0	110.2	272.1	125.1	70.0	206.3
	"Iron County, MI"	"26071"	"2012"	"2012"	14	11587	Unreliable	66.1	202.7	Unreliable	35.0	145.2
	"Iron County, MI"	"26071"	"2013"	"2013"	17	11516	Unreliable	86.0	236.4	Unreliable	36.5	123.4
	"Isabella County, MI"	"26073"	"2009"	"2009"	46	70026	65.7	48.1	87.6	79.8	58.0	107.1
	"Isabella County, MI"	"26073"	"2010"	"2010"	42	70311	59.7	43.1	80.7	77.1	55.1	105.0
	"Isabella County, MI"	"26073"	"2011"	"2011"	59	70622	83.5	63.6	107.8	100.7	75.7	131.4
	"Isabella County, MI"	"26073"	"2012"	"2012"	50	70617	70.8	52.6	93.3	88.0	64.7	117.0
	"Isabella County, MI"	"26073"	"2013"	"2013"	42	70436	59.6	43.0	80.6	67.9	48.0	93.2
	"Jackson County, MI"	"26075"	"2009"	"2009"	136	160114	84.9	70.7	99.2	78.8	65.4	92.2
	"Jackson County, MI"	"26075"	"2010"	"2010"	133	160248	83.0	68.9	97.1	78.3	64.8	91.9
	"Jackson County, MI"	"26075"	"2011"	"2011"	148	159748	92.6	77.7	107.6	83.8	70.0	97.7
	"Jackson County, MI"	"26075"	"2012"	"2012"	156	160309	97.3	82.0	112.6	87.4	73.4	101.4
	"Jackson County, MI"	"26075"	"2013"	"2013"	143	160369	89.2	74.6	103.8	79.8	66.4	93.3
	"Kalamazoo County, MI"	"26077"	"2009"	"2009"	222	249023	89.1	77.4	100.9	87.9	76.2	99.7
	"Kalamazoo County, MI"	"26077"	"2010"	"2010"	262	250331	104.7	92.0	117.3	98.7	86.5	110.9
	"Kalamazoo County, MI"	"26077"	"2011"	"2011"	260	252074	103.1	90.6	115.7	99.4	87.1	111.8
	"Kalamazoo County, MI"	"26077"	"2012"	"2012"	267	254580	104.9	92.3	117.5	98.8	86.7	110.9
	"Kalamazoo County, MI"	"26077"	"2013"	"2013"	341	256725	132.8	118.7	146.9	124.1	110.6	137.5
	"Kalkaska County, MI"	"26079"	"2009"	"2009"	20	17223	116.1	70.9	179.3	112.7	67.9	176.1
	"Kalkaska County, MI"	"26079"	"2010"	"2010"	19	17153	Unreliable	66.7	173.0	Unreliable	67.8	180.9
	"Kalkaska County, MI"	"26079"	"2011"	"2011"	24	17160	139.9	89.6	208.1	144.1	91.3	216.2
	"Kalkaska County, MI"	"26079"	"2012"	"2012"	22	17099	128.7	80.6	194.8	125.4	77.6	191.7
	"Kalkaska County, MI"	"26079"	"2013"	"2013"	30	17196	174.5	117.7	249.1	177.4	117.9	256.4
	"Kent County, MI"	"26081"	"2009"	"2009"	546	601437	90.8	83.2	98.4	90.0	82.3	97.6
	"Kent County, MI"	"26081"	"2010"	"2010"	590	602622	97.9	90.0	105.8	97.1	89.2	105.1
	"Kent County, MI"	"26081"	"2011"	"2011"	657	608453	108.0	99.7	116.2	105.7	97.5	113.9
	"Kent County, MI"	"26081"	"2012"	"2012"	666	614462	108.4	100.2	116.6	105.2	97.0	113.3
	"Kent County, MI"	"26081"	"2013"	"2013"	716	621700	115.2	106.7	123.6	112.0	103.7	120.4
	"Lake County, MI"	"26085"	"2009"	"2009"	14	11593	Unreliable	66.0	202.6	Unreliable	51.7	174.9
	"Lake County, MI"	"26085"	"2010"	"2010"	10	11539	Unreliable	41.6	159.4	Unreliable	32.1	146.6
	"Lake County, MI"	"26085"	"2013"	"2013"	15	11386	Unreliable	73.7	217.3	Unreliable	46.8	158.4
	"Lapeer County, MI"	"26087"	"2009"	"2009"	70	88774	78.9	61.5	99.6	87.0	67.4	110.5
	"Lapeer County, MI"	"26087"	"2010"	"2010"	80	88319	90.6	71.8	112.7	94.9	74.7	118.7
	"Lapeer County, MI"	"26087"	"2011"	"2011"	85	88082	96.5	77.1	119.3	101.9	81.0	126.4
	"Lapeer County, MI"	"26087"	"2012"	"2012"	96	88173	108.9	88.2	133.0	110.6	89.1	135.8
	"Lapeer County, MI"	"26087"	"2013"	"2013"	83	88389	93.9	74.8	116.4	96.7	76.5	120.5
	"Leelanau County, MI"	"26089"	"2009"	"2009"	19	21724	Unreliable	52.7	136.6	Unreliable	37.1	114.0
	"Leelanau County, MI"	"26089"	"2010"	"2010"	36	21708	165.8	116.2	229.6	108.4	71.5	157.8
	"Leelanau County, MI"	"26089"	"2011"	"2011"	26	21459	121.2	79.1	177.5	70.0	43.3	107.0
	"Leelanau County, MI"	"26089"	"2012"	"2012"	35	21607	162.0	112.8	225.3	112.4	71.3	168.7
	"Leelanau County, MI"	"26089"	"2013"	"2013"	27	21747	124.2	81.8	180.6	65.6	40.1	101.3
	"Lenawee County, MI"	"26091"	"2009"	"2009"	89	100250	88.8	71.3	109.2	79.6	63.8	98.2
	"Lenawee County, MI"	"26091"	"2010"	"2010"	79	99892	79.1	62.6	98.6	71.5	56.4	89.5
	"Lenawee County, MI"	"26091"	"2011"	"2011"	103	99440	103.6	83.6	123.6	92.3	74.0	110.6
	"Lenawee County, MI"	"26091"	"2012"	"2012"	109	98987	110.1	89.4	130.8	96.4	77.8	115.0
	"Lenawee County, MI"	"26091"	"2013"	"2013"	99	99188	99.8	81.1	121.5	90.0	72.6	110.2
	"Livingston County, MI"	"26093"	"2009"	"2009"	156	181082	86.1	72.6	99.7	95.5	80.2	110.8
	"Livingston County, MI"	"26093"	"2010"	"2010"	152	180967	84.0	70.6	97.3	90.3	75.6	105.0
	"Livingston County, MI"	"26093"	"2011"	"2011"	155	181722	85.3	71.9	98.7	89.8	75.5	104.2
	"Livingston County, MI"	"26093"	"2012"	"2012"	181	182838	99.0	84.6	113.4	101.8	86.6	117.0
	"Livingston County, MI"	"26093"	"2013"	"2013"	167	184443	90.5	76.8	104.3	91.4	77.1	105.7
	"Mackinac County, MI"	"26097"	"2009"	"2009"	24	11159	215.1	137.8	320.0	153.6	93.8	237.2
	"Mackinac County, MI"	"26097"	"2010"	"2010"	21	11113	189.0	117.0	288.9	115.0	71.2	175.8
	"Mackinac County, MI"	"26097"	"2011"	"2011"	20	11037	181.2	110.7	279.9	157.4	90.0	255.6
	"Mackinac County, MI"	"26097"	"2012"	"2012"	11	11137	Unreliable	49.3	176.7	Unreliable	33.5	139.1
	"Mackinac County, MI"	"26097"	"2013"	"2013"	16	11061	Unreliable	82.7	234.9	Unreliable	56.5	181.5
	"Macomb County, MI"	"26099"	"2009"	"2009"	818	839435	97.4	90.8	104.1	89.0	82.8	95.2
	"Macomb County, MI"	"26099"	"2010"	"2010"	851	840978	101.2	94.4	108.0	89.3	83.2	95.4
	"Macomb County, MI"	"26099"	"2011"	"2011"	998	842145	118.5	111.2	125.9	103.2	96.7	109.8
	"Macomb County, MI"	"26099"	"2012"	"2012"	936	847383	110.5	103.4	117.5	95.5	89.2	101.7
	"Macomb County, MI"	"26099"	"2013"	"2013"	1039	854769	121.6	114.2	128.9	107.1	100.4	113.8
	"Manistee County, MI"	"26101"	"2009"	"2009"	30	24818	120.9	81.6	172.6	102.1	66.7	149.6
	"Manistee County, MI"	"26101"	"2010"	"2010"	29	24733	117.3	78.5	168.4	95.4	61.7	140.8
	"Manistee County, MI"	"26101"	"2011"	"2011"	41	24709	165.9	119.1	225.1	139.6	97.2	194.2
	"Manistee County, MI"	"26101"	"2012"	"2012"	38	24672	154.0	109.0	211.4	116.6	80.2	163.7
	"Manistee County, MI"	"26101"	"2013"	"2013"	41	24450	167.7	120.3	227.5	106.2	74.8	146.4
	"Marquette County, MI"	"26103"	"2009"	"2009"	56	66765	83.9	63.4	108.9	77.2	57.9	101.0
	"Marquette County, MI"	"26103"	"2010"	"2010"	59	67077	88.0	67.0	113.5	77.6	58.5	101.0
	"Marquette County, MI"	"26103"	"2011"	"2011"	90	67694	133.0	106.9	163.4	116.3	92.5	144.4
	"Marquette County, MI"	"26103"	"2012"	"2012"	82	67906	120.8	96.0	149.9	108.9	85.5	136.7
	"Marquette County, MI"	"26103"	"2013"	"2013"	95	67700	140.3	113.5	171.5	121.5	97.3	149.8
	"Mason County, MI"	"26105"	"2009"	"2009"	29	28656	101.2	67.8	145.3	80.9	52.8	118.5
	"Mason County, MI"	"26105"	"2010"	"2010"	29	28705	101.0	67.7	145.1	86.8	56.7	127.2
	"Mason County, MI"	"26105"	"2011"	"2011"	51	28678	177.8	132.4	233.8	143.1	104.0	192.1
	"Mason County, MI"	"26105"	"2012"	"2012"	35	28680	122.0	85.0	169.7	98.7	66.1	141.8
	"Mason County, MI"	"26105"	"2013"	"2013"	42	28605	146.8	105.8	198.5	121.0	84.3	168.3
	"Mecosta County, MI"	"26107"	"2009"	"2009"	35	42621	82.1	57.2	114.2	73.4	50.9	102.6
	"Mecosta County, MI"	"26107"	"2010"	"2010"	31	42798	72.4	49.2	102.8	71.5	47.9	102.8
	"Mecosta County, MI"	"26107"	"2011"	"2011"	45	43300	103.9	75.8	139.1	103.2	73.7	140.5
	"Mecosta County, MI"	"26107"	"2012"	"2012"	40	43318	92.3	66.0	125.7	88.8	62.5	122.3
	"Mecosta County, MI"	"26107"	"2013"	"2013"	46	43108	106.7	78.1	142.3	100.5	72.4	135.8
	"Menominee County, MI"	"26109"	"2009"	"2009"	18	24118	Unreliable	44.2	118.0	Unreliable	42.4	120.4
	"Menominee County, MI"	"26109"	"2010"	"2010"	21	24029	87.4	54.1	133.6	75.4	44.7	119.1
	"Menominee County, MI"	"26109"	"2011"	"2011"	18	23930	Unreliable	44.6	118.9	Unreliable	30.1	88.6
	"Menominee County, MI"	"26109"	"2012"	"2012"	30	23815	126.0	85.0	179.8	111.9	72.4	165.1
	"Menominee County, MI"	"26109"	"2013"	"2013"	24	23791	100.9	64.6	150.1	78.7	47.4	122.9
	"Midland County, MI"	"26111"	"2009"	"2009"	79	83639	94.5	74.8	117.7	84.7	66.8	106.1
	"Midland County, MI"	"26111"	"2010"	"2010"	60	83629	71.7	54.7	92.4	63.4	48.0	82.1
	"Midland County, MI"	"26111"	"2011"	"2011"	82	84063	97.5	77.6	121.1	86.5	68.2	108.1
	"Midland County, MI"	"26111"	"2012"	"2012"	78	83822	93.1	73.6	116.1	82.1	64.4	103.2
	"Midland County, MI"	"26111"	"2013"	"2013"	66	83919	78.6	60.8	100.1	65.9	50.5	84.5
	"Missaukee County, MI"	"26113"	"2009"	"2009"	13	14898	Unreliable	46.5	149.2	Unreliable	46.0	155.5
	"Missaukee County, MI"	"26113"	"2010"	"2010"	20	14849	134.7	82.3	208.0	117.4	70.7	183.4
	"Missaukee County, MI"	"26113"	"2011"	"2011"	15	14911	Unreliable	56.3	165.9	Unreliable	48.1	147.5
	"Missaukee County, MI"	"26113"	"2012"	"2012"	15	15031	Unreliable	55.9	164.6	Unreliable	42.1	129.2
	"Missaukee County, MI"	"26113"	"2013"	"2013"	16	15051	Unreliable	60.8	172.6	Unreliable	50.5	148.8
	"Monroe County, MI"	"26115"	"2009"	"2009"	122	152296	80.1	65.9	94.3	80.1	65.7	94.4
	"Monroe County, MI"	"26115"	"2010"	"2010"	136	152021	89.5	74.4	104.5	88.2	73.1	103.3
	"Monroe County, MI"	"26115"	"2011"	"2011"	173	151560	114.1	97.1	131.2	108.7	92.2	125.2
	"Monroe County, MI"	"26115"	"2012"	"2012"	182	151048	120.5	103.0	138.0	118.8	101.1	136.5
	"Monroe County, MI"	"26115"	"2013"	"2013"	191	150376	127.0	109.0	145.0	121.0	103.4	138.6
	"Montcalm County, MI"	"26117"	"2009"	"2009"	48	63496	75.6	55.7	100.2	72.7	53.4	96.7
	"Montcalm County, MI"	"26117"	"2010"	"2010"	52	63342	82.1	61.3	107.7	76.1	56.6	100.0
	"Montcalm County, MI"	"26117"	"2011"	"2011"	64	63185	101.3	78.0	129.3	95.9	73.6	123.0
	"Montcalm County, MI"	"26117"	"2012"	"2012"	71	63097	112.5	87.9	141.9	104.5	81.3	132.2
	"Montcalm County, MI"	"26117"	"2013"	"2013"	73	63105	115.7	90.7	145.5	104.7	81.8	132.1
	"Montmorency County, MI"	"26119"	"2011"	"2011"	20	9653	207.2	126.6	320.0	110.8	65.7	175.2
	"Montmorency County, MI"	"26119"	"2012"	"2012"	15	9476	Unreliable	88.6	261.1	Unreliable	69.8	250.0
	"Montmorency County, MI"	"26119"	"2013"	"2013"	25	9350	267.4	173.0	394.7	211.8	123.4	339.1
