"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Reynolds County, MO"	"29179"	"2015"	"2015"	19	6432	Unreliable	Unreliable
	"Reynolds County, MO"	"29179"	"2017"	"2017"	14	6275	Unreliable	Unreliable
	"Ripley County, MO"	"29181"	"2015"	"2015"	28	13802	202.9	177.3
	"Ripley County, MO"	"29181"	"2016"	"2016"	23	13817	166.5	159.8
	"Ripley County, MO"	"29181"	"2017"	"2017"	19	13564	Unreliable	Unreliable
	"Ripley County, MO"	"29181"	"2018"	"2018"	14	13401	Unreliable	Unreliable
	"St. Charles County, MO"	"29183"	"2015"	"2015"	430	385590	111.5	109.3
	"St. Charles County, MO"	"29183"	"2016"	"2016"	448	390918	114.6	110.6
	"St. Charles County, MO"	"29183"	"2017"	"2017"	445	395504	112.5	110.5
	"St. Charles County, MO"	"29183"	"2018"	"2018"	499	399182	125.0	119.4
	"St. Clair County, MO"	"29185"	"2015"	"2015"	15	9440	Unreliable	Unreliable
	"St. Clair County, MO"	"29185"	"2016"	"2016"	17	9272	Unreliable	Unreliable
	"St. Clair County, MO"	"29185"	"2017"	"2017"	13	9362	Unreliable	Unreliable
	"Ste. Genevieve County, MO"	"29186"	"2015"	"2015"	24	17919	133.9	112.6
	"Ste. Genevieve County, MO"	"29186"	"2016"	"2016"	24	18030	133.1	111.4
	"Ste. Genevieve County, MO"	"29186"	"2017"	"2017"	29	17843	162.5	140.2
	"Ste. Genevieve County, MO"	"29186"	"2018"	"2018"	38	17888	212.4	169.9
	"St. Francois County, MO"	"29187"	"2015"	"2015"	75	66520	112.7	108.4
	"St. Francois County, MO"	"29187"	"2016"	"2016"	68	66627	102.1	98.2
	"St. Francois County, MO"	"29187"	"2017"	"2017"	80	66705	119.9	109.5
	"St. Francois County, MO"	"29187"	"2018"	"2018"	74	66692	111.0	101.7
	"St. Louis County, MO"	"29189"	"2015"	"2015"	1391	1003362	138.6	113.5
	"St. Louis County, MO"	"29189"	"2016"	"2016"	1419	998581	142.1	120.6
	"St. Louis County, MO"	"29189"	"2017"	"2017"	1484	996726	148.9	126.1
	"St. Louis County, MO"	"29189"	"2018"	"2018"	1590	996945	159.5	137.1
	"Saline County, MO"	"29195"	"2015"	"2015"	18	23258	Unreliable	Unreliable
	"Saline County, MO"	"29195"	"2016"	"2016"	38	22980	165.4	139.1
	"Saline County, MO"	"29195"	"2017"	"2017"	36	22660	158.9	130.8
	"Saline County, MO"	"29195"	"2018"	"2018"	29	22895	126.7	100.9
	"Scotland County, MO"	"29199"	"2015"	"2015"	12	4854	Unreliable	Unreliable
	"Scott County, MO"	"29201"	"2015"	"2015"	58	39008	148.7	138.1
	"Scott County, MO"	"29201"	"2016"	"2016"	46	38745	118.7	129.0
	"Scott County, MO"	"29201"	"2017"	"2017"	37	38541	96.0	94.4
	"Scott County, MO"	"29201"	"2018"	"2018"	47	38458	122.2	115.3
	"Shannon County, MO"	"29203"	"2015"	"2015"	11	8258	Unreliable	Unreliable
	"Shannon County, MO"	"29203"	"2017"	"2017"	10	8249	Unreliable	Unreliable
	"Shannon County, MO"	"29203"	"2018"	"2018"	11	8189	Unreliable	Unreliable
	"Shelby County, MO"	"29205"	"2016"	"2016"	10	6082	Unreliable	Unreliable
	"Shelby County, MO"	"29205"	"2018"	"2018"	10	6050	Unreliable	Unreliable
	"Stoddard County, MO"	"29207"	"2015"	"2015"	41	29862	137.3	114.5
	"Stoddard County, MO"	"29207"	"2016"	"2016"	32	29588	108.2	96.9
	"Stoddard County, MO"	"29207"	"2017"	"2017"	39	29369	132.8	101.3
	"Stoddard County, MO"	"29207"	"2018"	"2018"	35	29206	119.8	105.4
	"Stone County, MO"	"29209"	"2015"	"2015"	37	30943	119.6	102.0
	"Stone County, MO"	"29209"	"2016"	"2016"	54	31047	173.9	180.0
	"Stone County, MO"	"29209"	"2017"	"2017"	37	31699	116.7	107.4
	"Stone County, MO"	"29209"	"2018"	"2018"	44	31749	138.6	126.8
	"Sullivan County, MO"	"29211"	"2018"	"2018"	11	6221	Unreliable	Unreliable
	"Taney County, MO"	"29213"	"2015"	"2015"	52	54592	95.3	80.2
	"Taney County, MO"	"29213"	"2016"	"2016"	50	54735	91.3	85.8
	"Taney County, MO"	"29213"	"2017"	"2017"	76	55355	137.3	128.1
	"Taney County, MO"	"29213"	"2018"	"2018"	55	55852	98.5	86.7
	"Texas County, MO"	"29215"	"2015"	"2015"	38	25690	147.9	128.2
	"Texas County, MO"	"29215"	"2016"	"2016"	23	25775	89.2	91.2
	"Texas County, MO"	"29215"	"2017"	"2017"	27	25735	104.9	85.9
	"Texas County, MO"	"29215"	"2018"	"2018"	32	25571	125.1	110.7
	"Vernon County, MO"	"29217"	"2015"	"2015"	28	20826	134.4	116.2
	"Vernon County, MO"	"29217"	"2016"	"2016"	16	20723	Unreliable	Unreliable
	"Vernon County, MO"	"29217"	"2017"	"2017"	35	20437	171.3	160.0
	"Vernon County, MO"	"29217"	"2018"	"2018"	18	20528	Unreliable	Unreliable
	"Warren County, MO"	"29219"	"2015"	"2015"	43	33513	128.3	138.8
	"Warren County, MO"	"29219"	"2016"	"2016"	33	33802	97.6	100.9
	"Warren County, MO"	"29219"	"2017"	"2017"	34	34373	98.9	95.3
	"Warren County, MO"	"29219"	"2018"	"2018"	44	34711	126.8	127.0
	"Washington County, MO"	"29221"	"2015"	"2015"	33	24788	133.1	136.1
	"Washington County, MO"	"29221"	"2016"	"2016"	25	24839	100.6	107.2
	"Washington County, MO"	"29221"	"2017"	"2017"	37	25022	147.9	149.8
	"Washington County, MO"	"29221"	"2018"	"2018"	26	24943	104.2	102.3
	"Wayne County, MO"	"29223"	"2015"	"2015"	18	13405	Unreliable	Unreliable
	"Wayne County, MO"	"29223"	"2016"	"2016"	19	13139	Unreliable	Unreliable
	"Wayne County, MO"	"29223"	"2017"	"2017"	20	13296	150.4	123.8
	"Wayne County, MO"	"29223"	"2018"	"2018"	21	13122	160.0	161.4
	"Webster County, MO"	"29225"	"2015"	"2015"	56	37483	149.4	148.0
	"Webster County, MO"	"29225"	"2016"	"2016"	37	38106	97.1	95.2
	"Webster County, MO"	"29225"	"2017"	"2017"	57	38665	147.4	143.3
	"Webster County, MO"	"29225"	"2018"	"2018"	42	39109	107.4	96.8
	"Wright County, MO"	"29229"	"2015"	"2015"	15	18268	Unreliable	Unreliable
	"Wright County, MO"	"29229"	"2016"	"2016"	24	18286	131.2	108.1
	"Wright County, MO"	"29229"	"2017"	"2017"	25	18331	136.4	135.3
	"Wright County, MO"	"29229"	"2018"	"2018"	23	18378	125.1	113.8
	"St. Louis city, MO"	"29510"	"2015"	"2015"	501	315685	158.7	155.0
	"St. Louis city, MO"	"29510"	"2016"	"2016"	614	311404	197.2	194.6
	"St. Louis city, MO"	"29510"	"2017"	"2017"	629	308626	203.8	197.5
	"St. Louis city, MO"	"29510"	"2018"	"2018"	617	302838	203.7	194.6
	"Beaverhead County, MT"	"30001"	"2015"	"2015"	15	9300	Unreliable	Unreliable
	"Beaverhead County, MT"	"30001"	"2016"	"2016"	13	9401	Unreliable	Unreliable
	"Beaverhead County, MT"	"30001"	"2017"	"2017"	17	9434	Unreliable	Unreliable
	"Beaverhead County, MT"	"30001"	"2018"	"2018"	12	9404	Unreliable	Unreliable
	"Big Horn County, MT"	"30003"	"2015"	"2015"	29	13242	219.0	282.2
	"Big Horn County, MT"	"30003"	"2016"	"2016"	27	13343	202.4	246.4
	"Big Horn County, MT"	"30003"	"2017"	"2017"	28	13360	209.6	238.4
	"Big Horn County, MT"	"30003"	"2018"	"2018"	32	13338	239.9	266.7
	"Blaine County, MT"	"30005"	"2015"	"2015"	16	6577	Unreliable	Unreliable
	"Blaine County, MT"	"30005"	"2016"	"2016"	13	6601	Unreliable	Unreliable
	"Blaine County, MT"	"30005"	"2017"	"2017"	11	6708	Unreliable	Unreliable
	"Blaine County, MT"	"30005"	"2018"	"2018"	10	6807	Unreliable	Unreliable
	"Broadwater County, MT"	"30007"	"2015"	"2015"	11	5689	Unreliable	Unreliable
	"Broadwater County, MT"	"30007"	"2018"	"2018"	11	6085	Unreliable	Unreliable
	"Carbon County, MT"	"30009"	"2015"	"2015"	15	10408	Unreliable	Unreliable
	"Carbon County, MT"	"30009"	"2016"	"2016"	22	10460	210.3	156.9
	"Carbon County, MT"	"30009"	"2017"	"2017"	14	10696	Unreliable	Unreliable
	"Carbon County, MT"	"30009"	"2018"	"2018"	15	10714	Unreliable	Unreliable
	"Cascade County, MT"	"30013"	"2015"	"2015"	125	82278	151.9	130.1
	"Cascade County, MT"	"30013"	"2016"	"2016"	121	81755	148.0	120.2
	"Cascade County, MT"	"30013"	"2017"	"2017"	152	81654	186.2	156.2
	"Cascade County, MT"	"30013"	"2018"	"2018"	127	81643	155.6	126.8
	"Chouteau County, MT"	"30015"	"2018"	"2018"	12	5745	Unreliable	Unreliable
	"Custer County, MT"	"30017"	"2015"	"2015"	27	12135	222.5	155.4
	"Custer County, MT"	"30017"	"2016"	"2016"	23	11924	192.9	153.6
	"Custer County, MT"	"30017"	"2017"	"2017"	19	11721	Unreliable	Unreliable
	"Custer County, MT"	"30017"	"2018"	"2018"	19	11586	Unreliable	Unreliable
	"Dawson County, MT"	"30021"	"2015"	"2015"	23	9625	239.0	179.9
	"Dawson County, MT"	"30021"	"2016"	"2016"	11	9327	Unreliable	Unreliable
	"Dawson County, MT"	"30021"	"2017"	"2017"	16	8950	Unreliable	Unreliable
	"Dawson County, MT"	"30021"	"2018"	"2018"	20	8680	230.4	140.8
	"Deer Lodge County, MT"	"30023"	"2015"	"2015"	22	9139	240.7	241.7
	"Deer Lodge County, MT"	"30023"	"2016"	"2016"	22	9085	242.2	186.6
	"Deer Lodge County, MT"	"30023"	"2017"	"2017"	21	9106	230.6	173.2
	"Deer Lodge County, MT"	"30023"	"2018"	"2018"	13	9131	Unreliable	Unreliable
	"Fergus County, MT"	"30027"	"2015"	"2015"	27	11427	236.3	167.8
	"Fergus County, MT"	"30027"	"2016"	"2016"	25	11413	219.0	121.9
	"Fergus County, MT"	"30027"	"2017"	"2017"	22	11291	194.8	130.7
	"Fergus County, MT"	"30027"	"2018"	"2018"	28	11113	252.0	162.6
	"Flathead County, MT"	"30029"	"2015"	"2015"	173	96165	179.9	156.0
	"Flathead County, MT"	"30029"	"2016"	"2016"	178	98082	181.5	161.6
	"Flathead County, MT"	"30029"	"2017"	"2017"	183	100000	183.0	158.8
	"Flathead County, MT"	"30029"	"2018"	"2018"	169	102106	165.5	139.9
	"Gallatin County, MT"	"30031"	"2015"	"2015"	114	100739	113.2	125.6
	"Gallatin County, MT"	"30031"	"2016"	"2016"	145	104502	138.8	146.9
	"Gallatin County, MT"	"30031"	"2017"	"2017"	130	107810	120.6	134.9
	"Gallatin County, MT"	"30031"	"2018"	"2018"	120	111876	107.3	119.2
	"Glacier County, MT"	"30035"	"2015"	"2015"	22	13647	161.2	175.5
	"Glacier County, MT"	"30035"	"2016"	"2016"	22	13694	160.7	174.4
	"Glacier County, MT"	"30035"	"2017"	"2017"	32	13640	234.6	237.7
	"Glacier County, MT"	"30035"	"2018"	"2018"	27	13747	196.4	216.1
	"Hill County, MT"	"30041"	"2015"	"2015"	27	16572	162.9	158.0
	"Hill County, MT"	"30041"	"2016"	"2016"	24	16542	145.1	137.1
	"Hill County, MT"	"30041"	"2017"	"2017"	24	16463	145.8	133.6
	"Hill County, MT"	"30041"	"2018"	"2018"	21	16347	128.5	130.0
	"Jefferson County, MT"	"30043"	"2015"	"2015"	15	11645	Unreliable	Unreliable
	"Jefferson County, MT"	"30043"	"2016"	"2016"	11	11853	Unreliable	Unreliable
	"Jefferson County, MT"	"30043"	"2017"	"2017"	20	11891	168.2	178.6
	"Jefferson County, MT"	"30043"	"2018"	"2018"	18	12097	Unreliable	Unreliable
	"Lake County, MT"	"30047"	"2015"	"2015"	47	29457	159.6	149.8
	"Lake County, MT"	"30047"	"2016"	"2016"	42	29758	141.1	123.4
	"Lake County, MT"	"30047"	"2017"	"2017"	58	30273	191.6	185.2
	"Lake County, MT"	"30047"	"2018"	"2018"	51	30250	168.6	161.0
	"Lewis and Clark County, MT"	"30049"	"2015"	"2015"	117	66418	176.2	153.1
	"Lewis and Clark County, MT"	"30049"	"2016"	"2016"	108	67282	160.5	139.0
	"Lewis and Clark County, MT"	"30049"	"2017"	"2017"	112	67773	165.3	144.7
	"Lewis and Clark County, MT"	"30049"	"2018"	"2018"	90	68700	131.0	118.1
	"Lincoln County, MT"	"30053"	"2015"	"2015"	39	19052	204.7	176.3
	"Lincoln County, MT"	"30053"	"2016"	"2016"	32	19259	166.2	149.6
	"Lincoln County, MT"	"30053"	"2017"	"2017"	40	19440	205.8	159.8
	"Lincoln County, MT"	"30053"	"2018"	"2018"	33	19794	166.7	128.3
	"Madison County, MT"	"30057"	"2016"	"2016"	17	7924	Unreliable	Unreliable
	"Madison County, MT"	"30057"	"2017"	"2017"	12	8175	Unreliable	Unreliable
	"Madison County, MT"	"30057"	"2018"	"2018"	13	8768	Unreliable	Unreliable
	"Mineral County, MT"	"30061"	"2015"	"2015"	13	4251	Unreliable	Unreliable
	"Missoula County, MT"	"30063"	"2015"	"2015"	157	114181	137.5	129.9
	"Missoula County, MT"	"30063"	"2016"	"2016"	181	116130	155.9	148.3
	"Missoula County, MT"	"30063"	"2017"	"2017"	161	117441	137.1	131.9
	"Missoula County, MT"	"30063"	"2018"	"2018"	143	118791	120.4	115.9
	"Musselshell County, MT"	"30065"	"2016"	"2016"	11	4589	Unreliable	Unreliable
	"Musselshell County, MT"	"30065"	"2018"	"2018"	10	4651	Unreliable	Unreliable
	"Park County, MT"	"30067"	"2015"	"2015"	37	15972	231.7	203.0
	"Park County, MT"	"30067"	"2016"	"2016"	23	16114	142.7	141.5
	"Park County, MT"	"30067"	"2017"	"2017"	27	16353	165.1	121.9
	"Park County, MT"	"30067"	"2018"	"2018"	32	16736	191.2	171.1
	"Phillips County, MT"	"30071"	"2015"	"2015"	12	4169	Unreliable	Unreliable
	"Phillips County, MT"	"30071"	"2018"	"2018"	12	4074	Unreliable	Unreliable
	"Pondera County, MT"	"30073"	"2016"	"2016"	15	6084	Unreliable	Unreliable
	"Pondera County, MT"	"30073"	"2017"	"2017"	11	5960	Unreliable	Unreliable
	"Pondera County, MT"	"30073"	"2018"	"2018"	16	5972	Unreliable	Unreliable
	"Powell County, MT"	"30077"	"2015"	"2015"	10	6840	Unreliable	Unreliable
	"Powell County, MT"	"30077"	"2016"	"2016"	13	6858	Unreliable	Unreliable
	"Powell County, MT"	"30077"	"2017"	"2017"	14	6795	Unreliable	Unreliable
	"Powell County, MT"	"30077"	"2018"	"2018"	10	6968	Unreliable	Unreliable
	"Ravalli County, MT"	"30081"	"2015"	"2015"	62	41373	149.9	103.2
	"Ravalli County, MT"	"30081"	"2016"	"2016"	77	42088	183.0	142.6
	"Ravalli County, MT"	"30081"	"2017"	"2017"	60	42563	141.0	106.6
	"Ravalli County, MT"	"30081"	"2018"	"2018"	84	43172	194.6	146.5
	"Richland County, MT"	"30083"	"2015"	"2015"	11	11960	Unreliable	Unreliable
	"Richland County, MT"	"30083"	"2016"	"2016"	15	11482	Unreliable	Unreliable
	"Richland County, MT"	"30083"	"2017"	"2017"	26	11039	235.5	215.2
	"Richland County, MT"	"30083"	"2018"	"2018"	16	10913	Unreliable	Unreliable
	"Roosevelt County, MT"	"30085"	"2015"	"2015"	20	11476	174.3	180.0
	"Roosevelt County, MT"	"30085"	"2016"	"2016"	22	11305	194.6	209.9
	"Roosevelt County, MT"	"30085"	"2017"	"2017"	21	11098	189.2	217.8
	"Roosevelt County, MT"	"30085"	"2018"	"2018"	21	11059	189.9	209.1
	"Rosebud County, MT"	"30087"	"2015"	"2015"	18	9398	Unreliable	Unreliable
	"Rosebud County, MT"	"30087"	"2016"	"2016"	18	9287	Unreliable	Unreliable
	"Rosebud County, MT"	"30087"	"2017"	"2017"	17	9248	Unreliable	Unreliable
	"Rosebud County, MT"	"30087"	"2018"	"2018"	19	9063	Unreliable	Unreliable
	"Sanders County, MT"	"30089"	"2015"	"2015"	21	11336	185.3	152.6
	"Sanders County, MT"	"30089"	"2016"	"2016"	17	11534	Unreliable	Unreliable
	"Sanders County, MT"	"30089"	"2017"	"2017"	21	11711	179.3	161.1
	"Sanders County, MT"	"30089"	"2018"	"2018"	17	11844	Unreliable	Unreliable
	"Silver Bow County, MT"	"30093"	"2015"	"2015"	57	34622	164.6	137.1
	"Silver Bow County, MT"	"30093"	"2016"	"2016"	64	34553	185.2	164.0
	"Silver Bow County, MT"	"30093"	"2017"	"2017"	51	34602	147.4	137.1
	"Silver Bow County, MT"	"30093"	"2018"	"2018"	48	34993	137.2	113.7
	"Stillwater County, MT"	"30095"	"2015"	"2015"	19	9486	Unreliable	Unreliable
	"Stillwater County, MT"	"30095"	"2016"	"2016"	12	9406	Unreliable	Unreliable
	"Stillwater County, MT"	"30095"	"2017"	"2017"	14	9419	Unreliable	Unreliable
	"Stillwater County, MT"	"30095"	"2018"	"2018"	10	9534	Unreliable	Unreliable
	"Sweet Grass County, MT"	"30097"	"2016"	"2016"	12	3623	Unreliable	Unreliable
	"Teton County, MT"	"30099"	"2015"	"2015"	13	6104	Unreliable	Unreliable
	"Teton County, MT"	"30099"	"2016"	"2016"	14	6056	Unreliable	Unreliable
	"Toole County, MT"	"30101"	"2018"	"2018"	11	4853	Unreliable	Unreliable
	"Valley County, MT"	"30105"	"2017"	"2017"	18	7433	Unreliable	Unreliable
	"Valley County, MT"	"30105"	"2018"	"2018"	23	7437	309.3	220.9
	"Yellowstone County, MT"	"30111"	"2015"	"2015"	253	157048	161.1	139.4
	"Yellowstone County, MT"	"30111"	"2016"	"2016"	241	158437	152.1	129.6
	"Yellowstone County, MT"	"30111"	"2017"	"2017"	251	158980	157.9	136.4
	"Yellowstone County, MT"	"30111"	"2018"	"2018"	265	160137	165.5	142.0
	"Adams County, NE"	"31001"	"2015"	"2015"	46	31587	145.6	125.1
	"Adams County, NE"	"31001"	"2016"	"2016"	28	31684	88.4	66.1
	"Adams County, NE"	"31001"	"2017"	"2017"	30	31678	94.7	72.7
	"Adams County, NE"	"31001"	"2018"	"2018"	45	31511	142.8	113.0
	"Antelope County, NE"	"31003"	"2015"	"2015"	13	6414	Unreliable	Unreliable
	"Boone County, NE"	"31011"	"2015"	"2015"	12	5315	Unreliable	Unreliable
	"Boone County, NE"	"31011"	"2016"	"2016"	10	5332	Unreliable	Unreliable
	"Box Butte County, NE"	"31013"	"2015"	"2015"	11	11337	Unreliable	Unreliable
	"Box Butte County, NE"	"31013"	"2016"	"2016"	17	11194	Unreliable	Unreliable
	"Box Butte County, NE"	"31013"	"2017"	"2017"	24	10886	220.5	181.9
	"Box Butte County, NE"	"31013"	"2018"	"2018"	17	10772	Unreliable	Unreliable
	"Buffalo County, NE"	"31019"	"2015"	"2015"	46	48863	94.1	87.5
	"Buffalo County, NE"	"31019"	"2016"	"2016"	44	49383	89.1	87.5
	"Buffalo County, NE"	"31019"	"2017"	"2017"	51	49732	102.5	101.9
	"Buffalo County, NE"	"31019"	"2018"	"2018"	36	49615	72.6	64.7
	"Burt County, NE"	"31021"	"2015"	"2015"	11	6585	Unreliable	Unreliable
	"Burt County, NE"	"31021"	"2016"	"2016"	15	6546	Unreliable	Unreliable
	"Burt County, NE"	"31021"	"2017"	"2017"	11	6535	Unreliable	Unreliable
	"Burt County, NE"	"31021"	"2018"	"2018"	16	6488	Unreliable	Unreliable
	"Butler County, NE"	"31023"	"2015"	"2015"	15	8115	Unreliable	Unreliable
	"Butler County, NE"	"31023"	"2016"	"2016"	14	8052	Unreliable	Unreliable
	"Butler County, NE"	"31023"	"2017"	"2017"	11	8053	Unreliable	Unreliable
	"Butler County, NE"	"31023"	"2018"	"2018"	14	8058	Unreliable	Unreliable
	"Cass County, NE"	"31025"	"2015"	"2015"	33	25512	129.4	121.1
	"Cass County, NE"	"31025"	"2016"	"2016"	37	25767	143.6	125.4
	"Cass County, NE"	"31025"	"2017"	"2017"	16	25889	Unreliable	Unreliable
	"Cass County, NE"	"31025"	"2018"	"2018"	21	26159	80.3	61.2
	"Cedar County, NE"	"31027"	"2015"	"2015"	20	8564	233.5	145.9
	"Cedar County, NE"	"31027"	"2017"	"2017"	14	8530	Unreliable	Unreliable
	"Cedar County, NE"	"31027"	"2018"	"2018"	11	8446	Unreliable	Unreliable
	"Chase County, NE"	"31029"	"2016"	"2016"	11	3937	Unreliable	Unreliable
	"Cherry County, NE"	"31031"	"2015"	"2015"	11	5848	Unreliable	Unreliable
	"Cherry County, NE"	"31031"	"2017"	"2017"	17	5818	Unreliable	Unreliable
	"Cheyenne County, NE"	"31033"	"2015"	"2015"	11	10167	Unreliable	Unreliable
	"Cheyenne County, NE"	"31033"	"2017"	"2017"	10	9676	Unreliable	Unreliable
	"Cheyenne County, NE"	"31033"	"2018"	"2018"	14	9310	Unreliable	Unreliable
	"Clay County, NE"	"31035"	"2016"	"2016"	10	6163	Unreliable	Unreliable
	"Clay County, NE"	"31035"	"2017"	"2017"	10	6205	Unreliable	Unreliable
	"Clay County, NE"	"31035"	"2018"	"2018"	14	6214	Unreliable	Unreliable
	"Colfax County, NE"	"31037"	"2015"	"2015"	12	10520	Unreliable	Unreliable
	"Colfax County, NE"	"31037"	"2016"	"2016"	18	10414	Unreliable	Unreliable
	"Colfax County, NE"	"31037"	"2018"	"2018"	11	10881	Unreliable	Unreliable
	"Cuming County, NE"	"31039"	"2015"	"2015"	12	9125	Unreliable	Unreliable
	"Cuming County, NE"	"31039"	"2017"	"2017"	14	9042	Unreliable	Unreliable
	"Cuming County, NE"	"31039"	"2018"	"2018"	11	8940	Unreliable	Unreliable
	"Custer County, NE"	"31041"	"2015"	"2015"	15	10806	Unreliable	Unreliable
	"Custer County, NE"	"31041"	"2016"	"2016"	23	10807	212.8	121.7
	"Custer County, NE"	"31041"	"2017"	"2017"	25	10897	229.4	140.6
	"Custer County, NE"	"31041"	"2018"	"2018"	20	10840	184.5	112.7
	"Dakota County, NE"	"31043"	"2015"	"2015"	18	20781	Unreliable	Unreliable
	"Dakota County, NE"	"31043"	"2016"	"2016"	31	20465	151.5	149.5
	"Dakota County, NE"	"31043"	"2017"	"2017"	15	20186	Unreliable	Unreliable
	"Dakota County, NE"	"31043"	"2018"	"2018"	18	20083	Unreliable	Unreliable
	"Dawes County, NE"	"31045"	"2015"	"2015"	18	9055	Unreliable	Unreliable
	"Dawes County, NE"	"31045"	"2016"	"2016"	16	8979	Unreliable	Unreliable
	"Dawson County, NE"	"31047"	"2015"	"2015"	32	23886	134.0	105.1
	"Dawson County, NE"	"31047"	"2016"	"2016"	27	23640	114.2	96.6
	"Dawson County, NE"	"31047"	"2017"	"2017"	32	23709	135.0	115.1
	"Dawson County, NE"	"31047"	"2018"	"2018"	28	23709	118.1	95.5
	"Dixon County, NE"	"31051"	"2015"	"2015"	12	5797	Unreliable	Unreliable
	"Dixon County, NE"	"31051"	"2016"	"2016"	18	5762	Unreliable	Unreliable
	"Dixon County, NE"	"31051"	"2017"	"2017"	10	5754	Unreliable	Unreliable
	"Dodge County, NE"	"31053"	"2015"	"2015"	72	36706	196.2	118.3
	"Dodge County, NE"	"31053"	"2016"	"2016"	58	36757	157.8	105.5
	"Dodge County, NE"	"31053"	"2017"	"2017"	61	36707	166.2	119.5
	"Dodge County, NE"	"31053"	"2018"	"2018"	66	36791	179.4	117.4
	"Douglas County, NE"	"31055"	"2015"	"2015"	574	550064	104.4	106.4
	"Douglas County, NE"	"31055"	"2016"	"2016"	530	554995	95.5	98.0
	"Douglas County, NE"	"31055"	"2017"	"2017"	566	561620	100.8	101.5
	"Douglas County, NE"	"31055"	"2018"	"2018"	561	566880	99.0	98.2
	"Fillmore County, NE"	"31059"	"2015"	"2015"	14	5619	Unreliable	Unreliable
	"Fillmore County, NE"	"31059"	"2016"	"2016"	15	5720	Unreliable	Unreliable
	"Fillmore County, NE"	"31059"	"2017"	"2017"	13	5582	Unreliable	Unreliable
	"Furnas County, NE"	"31065"	"2017"	"2017"	13	4780	Unreliable	Unreliable
	"Gage County, NE"	"31067"	"2015"	"2015"	44	21900	200.9	122.2
	"Gage County, NE"	"31067"	"2016"	"2016"	40	21799	183.5	133.8
	"Gage County, NE"	"31067"	"2017"	"2017"	39	21601	180.5	123.2
	"Gage County, NE"	"31067"	"2018"	"2018"	29	21493	134.9	91.6
	"Hall County, NE"	"31079"	"2015"	"2015"	92	61680	149.2	126.3
	"Hall County, NE"	"31079"	"2016"	"2016"	65	61705	105.3	94.5
	"Hall County, NE"	"31079"	"2017"	"2017"	86	61519	139.8	121.5
	"Hall County, NE"	"31079"	"2018"	"2018"	89	61607	144.5	130.2
	"Hamilton County, NE"	"31081"	"2015"	"2015"	12	9190	Unreliable	Unreliable
	"Hamilton County, NE"	"31081"	"2016"	"2016"	11	9186	Unreliable	Unreliable
	"Hamilton County, NE"	"31081"	"2017"	"2017"	14	9207	Unreliable	Unreliable
	"Hamilton County, NE"	"31081"	"2018"	"2018"	10	9280	Unreliable	Unreliable
	"Holt County, NE"	"31089"	"2015"	"2015"	18	10313	Unreliable	Unreliable
	"Holt County, NE"	"31089"	"2016"	"2016"	11	10250	Unreliable	Unreliable
	"Holt County, NE"	"31089"	"2017"	"2017"	14	10202	Unreliable	Unreliable
	"Holt County, NE"	"31089"	"2018"	"2018"	16	10178	Unreliable	Unreliable
	"Howard County, NE"	"31093"	"2017"	"2017"	14	6437	Unreliable	Unreliable
	"Jefferson County, NE"	"31095"	"2015"	"2015"	13	7263	Unreliable	Unreliable
	"Jefferson County, NE"	"31095"	"2016"	"2016"	14	7177	Unreliable	Unreliable
	"Jefferson County, NE"	"31095"	"2017"	"2017"	15	7178	Unreliable	Unreliable
	"Johnson County, NE"	"31097"	"2015"	"2015"	13	5173	Unreliable	Unreliable
	"Johnson County, NE"	"31097"	"2016"	"2016"	12	5171	Unreliable	Unreliable
	"Johnson County, NE"	"31097"	"2017"	"2017"	11	5185	Unreliable	Unreliable
	"Johnson County, NE"	"31097"	"2018"	"2018"	15	5134	Unreliable	Unreliable
	"Kearney County, NE"	"31099"	"2015"	"2015"	17	6585	Unreliable	Unreliable
	"Kearney County, NE"	"31099"	"2016"	"2016"	18	6552	Unreliable	Unreliable
	"Kearney County, NE"	"31099"	"2017"	"2017"	11	6530	Unreliable	Unreliable
	"Keith County, NE"	"31101"	"2015"	"2015"	13	8063	Unreliable	Unreliable
	"Knox County, NE"	"31107"	"2015"	"2015"	19	8543	Unreliable	Unreliable
	"Knox County, NE"	"31107"	"2016"	"2016"	17	8571	Unreliable	Unreliable
	"Knox County, NE"	"31107"	"2017"	"2017"	10	8472	Unreliable	Unreliable
	"Lancaster County, NE"	"31109"	"2015"	"2015"	325	306468	106.0	107.1
	"Lancaster County, NE"	"31109"	"2016"	"2016"	295	309637	95.3	93.1
	"Lancaster County, NE"	"31109"	"2017"	"2017"	288	314358	91.6	88.9
	"Lancaster County, NE"	"31109"	"2018"	"2018"	275	317272	86.7	84.0
	"Lincoln County, NE"	"31111"	"2015"	"2015"	53	35656	148.6	114.8
	"Lincoln County, NE"	"31111"	"2016"	"2016"	46	35550	129.4	104.6
	"Lincoln County, NE"	"31111"	"2017"	"2017"	56	35280	158.7	130.3
	"Lincoln County, NE"	"31111"	"2018"	"2018"	47	35185	133.6	106.2
	"Madison County, NE"	"31119"	"2015"	"2015"	42	35039	119.9	93.1
	"Madison County, NE"	"31119"	"2016"	"2016"	73	35015	208.5	161.4
	"Madison County, NE"	"31119"	"2017"	"2017"	66	35144	187.8	146.2
